sku_id,week_start,forecast
SKU146,2026-01-26,27.0
SKU146,2026-02-02,26.0
SKU146,2026-02-09,35.0
SKU147,2026-01-05,60.0
SKU147,2026-01-12,51.0
SKU147,2026-01-19,45.0
SKU147,2026-01-26,40.0
SKU147,2026-02-02,63.0
SKU147,2026-02-09,37.0
SKU148,2026-01-05,49.0
SKU148,2026-01-12,51.0
SKU148,2026-01-19,52.0
SKU148,2026-01-26,42.0
SKU148,2026-02-02,36.0
SKU148,2026-02-09,46.0
SKU149,2026-01-05,101.0
SKU149,2026-01-12,102.0
SKU149,2026-01-19,85.0
SKU149,2026-01-26,108.0
SKU149,2026-02-02,87.0
SKU149,2026-02-09,90.0
SKU150,2026-01-05,55.0
SKU150,2026-01-12,46.0
SKU150,2026-01-19,39.0
SKU150,2026-01-26,44.0
SKU150,2026-02-02,47.0
SKU150,2026-02-09,37.0
