date,sku_id,units_sold,revenue,unit_price,promo_flag
2025-10-07,SKU006,13,97037.2,7464.4,0
2025-10-08,SKU006,9,68636.97,7626.33,0
2025-10-09,SKU006,7,48942.04,6991.72,0
2025-10-10,SKU006,12,89444.52,7453.71,1
2025-10-11,SKU006,21,158727.24,,1
2025-10-12,SKU006,20,139028.6,6951.43,1
2025-10-13,SKU006,11,77798.93,7072.63,1
2025-10-14,SKU006,23,175298.64,7621.68,1
2025-10-15,SKU006,21,145943.7,,1
2025-10-16,SKU006,21,148711.92,7081.52,1
2025-10-17,SKU006,17,121429.13,7142.89,1
2025-10-18,SKU006,24,175572.0,7315.5,1
2025-10-19,SKU006,21,148685.67,7080.27,1
2025-10-20,SKU006,20,146194.4,7309.72,1
2025-10-21,SKU006,13,96435.3,7418.1,1
2025-10-22,SKU006,12,85477.44,7123.12,1
2025-10-23,SKU006,24,168858.0,7035.75,1
2025-10-24,SKU006,28,196423.36,7015.12,1
2025-10-25,SKU006,15,109882.35,7325.49,1
2025-10-26,SKU006,19,143296.48,7541.92,0
2025-10-27,SKU006,11,81579.63,7416.33,0
2025-10-28,SKU006,12,85093.2,7091.1,0
2025-10-29,SKU006,9,63089.37,7009.93,0
2025-10-30,SKU006,11,81652.56,7422.96,0
2025-10-31,SKU006,14,105754.32,7553.88,0
2025-11-01,SKU006,21,145992.0,6952.0,0
2025-11-02,SKU006,9,64700.91,7188.99,0
2025-11-03,SKU006,13,95398.68,7338.36,0
2025-11-04,SKU006,7,50176.63,7168.09,0
2025-11-05,SKU006,14,103151.58,7367.97,0
2025-11-06,SKU006,13,89894.48,6914.96,0
2025-11-07,SKU006,7,48532.33,6933.19,0
2025-11-08,SKU006,11,76686.06,6971.46,0
2025-11-09,SKU006,7,49610.61,7087.23,0
2025-11-10,SKU006,8,56737.84,7092.23,0
2025-11-11,SKU006,8,56455.68,7056.96,0
2025-11-12,SKU006,11,83121.5,7556.5,0
2025-11-13,SKU006,8,56911.04,7113.88,0
2025-11-14,SKU006,14,103335.54,7381.11,0
2025-11-15,SKU006,11,78397.33,7127.03,0
2025-11-16,SKU006,11,80640.67,7330.97,0
2025-11-17,SKU006,8,60207.6,7525.95,0
2025-11-18,SKU006,11,79759.79,7250.89,0
2025-11-19,SKU006,12,82758.6,6896.55,0
2025-11-20,SKU006,17,118269.17,6957.01,1
2025-11-21,SKU006,20,138522.2,6926.11,1
2025-11-22,SKU006,16,110224.0,6889.0,1
2025-11-23,SKU006,23,172002.97,7478.39,1
2025-11-24,SKU006,15,112718.1,7514.54,1
2025-11-25,SKU006,6,43162.44,7193.74,1
2025-11-26,SKU006,18,131683.32,7315.74,1
2025-11-27,SKU006,15,113461.2,7564.08,1
2025-11-28,SKU006,16,115706.4,7231.65,1
2025-11-29,SKU006,29,213831.5,7373.5,1
2025-11-30,SKU006,21,157248.84,7488.04,1
2025-12-01,SKU006,12,85042.08,7086.84,0
2025-12-02,SKU006,9,66132.54,7348.06,0
2025-12-03,SKU006,10,73404.6,7340.46,0
2025-12-04,SKU006,12,90543.36,7545.28,0
2025-12-05,SKU006,14,106264.48,7590.32,0
2025-12-06,SKU006,11,80671.14,7333.74,0
2025-12-07,SKU006,9,67701.24,7522.36,0
2025-12-08,SKU006,14,104562.36,7468.74,0
2025-12-09,SKU006,9,67164.57,7462.73,0
2025-12-10,SKU006,9,64378.17,7153.13,0
2025-12-11,SKU006,10,70066.9,7006.69,0
2025-12-12,SKU006,7,50030.89,7147.27,0
2025-12-13,SKU006,11,81706.35,7427.85,0
2025-12-14,SKU006,9,66372.57,,0
2025-12-15,SKU006,15,107961.3,7197.42,0
2025-12-16,SKU006,7,48645.59,6949.37,0
2025-12-17,SKU006,9,63778.77,7086.53,0
2025-12-18,SKU006,12,87321.0,7276.75,0
2025-12-19,SKU006,10,71517.0,7151.7,0
2025-12-20,SKU006,18,130875.48,7270.86,1
2025-12-21,SKU006,13,91176.54,7013.58,1
2025-12-22,SKU006,12,91584.48,7632.04,1
2025-12-23,SKU006,11,78898.38,7172.58,1
2025-12-24,SKU006,14,97941.76,6995.84,1
2025-12-25,SKU006,17,127800.05,7517.65,1
2025-12-26,SKU006,18,129763.44,7209.08,1
2025-12-27,SKU006,22,166087.24,7549.42,1
2025-12-28,SKU006,12,82785.6,6898.8,1
2025-12-29,SKU006,19,131091.26,6899.54,1
2025-12-30,SKU006,18,131208.48,7289.36,1
2025-12-31,SKU006,13,97810.05,7523.85,1
2024-01-26,SKU007,3,5014.65,1671.55,0
2024-01-27,SKU007,4,7070.8,1767.7,0
2024-01-28,SKU007,6,10504.74,1750.79,0
2024-01-29,SKU007,2,3478.12,1739.06,0
2024-01-30,SKU007,5,8388.1,1677.62,0
2024-01-31,SKU007,3,5156.7,1718.9,0
2024-02-01,SKU007,1,1685.08,1685.08,0
2024-02-02,SKU007,2,3400.8,1700.4,0
2024-02-03,SKU007,6,10390.38,1731.73,0
2024-02-04,SKU007,6,10608.72,1768.12,0
2024-02-05,SKU007,5,8189.75,1637.95,0
2024-02-06,SKU007,4,6581.08,1645.27,0
2024-02-07,SKU007,4,7177.76,1794.44,0
2024-02-08,SKU007,5,8885.45,1777.09,0
2024-02-09,SKU007,2,3549.44,1774.72,0
2024-02-10,SKU007,5,8788.6,1757.72,0
2024-02-11,SKU007,5,8190.3,1638.06,0
2024-02-12,SKU007,5,8205.7,1641.14,0
2024-02-13,SKU007,6,10786.8,1797.8,0
2024-02-14,SKU007,4,7113.76,1778.44,0
2024-02-15,SKU007,7,11626.51,1660.93,0
2024-02-16,SKU007,7,12608.54,1801.22,0
2024-02-17,SKU007,8,14268.88,1783.61,0
2024-02-18,SKU007,7,12127.08,1732.44,0
2024-02-19,SKU007,2,3265.78,1632.89,0
2024-02-20,SKU007,3,4970.04,1656.68,0
2024-02-21,SKU007,7,12622.26,1803.18,0
2024-02-22,SKU007,4,6966.16,1741.54,0
2024-02-23,SKU007,6,9967.02,1661.17,0
2024-02-24,SKU007,5,8414.45,1682.89,0
2024-02-25,SKU007,3,4983.09,1661.03,0
2024-02-26,SKU007,3,5184.66,1728.22,0
2024-02-27,SKU007,3,4909.32,1636.44,0
2024-02-28,SKU007,9,15698.25,1744.25,0
2024-02-29,SKU007,7,12111.19,1730.17,0
2024-03-01,SKU007,3,5272.53,1757.51,0
2024-03-02,SKU007,5,8261.4,1652.28,0
2024-03-03,SKU007,2,3479.4,1739.7,0
2024-03-04,SKU007,4,6938.72,1734.68,0
2024-03-05,SKU007,3,5205.78,1735.26,0
2024-03-06,SKU007,7,12406.94,1772.42,0
2024-03-07,SKU007,3,5294.58,1764.86,0
2024-03-08,SKU007,6,10405.68,1734.28,0
2024-03-09,SKU007,4,6997.28,1749.32,0
2024-03-10,SKU007,7,12541.06,1791.58,0
2024-03-11,SKU007,5,8672.75,1734.55,0
2024-03-12,SKU007,5,8834.9,1766.98,0
2024-03-13,SKU007,3,5287.5,1762.5,0
2024-03-14,SKU007,9,16063.2,1784.8,0
2024-03-15,SKU007,11,19157.71,1741.61,0
2024-03-16,SKU007,4,6552.28,1638.07,0
2024-03-17,SKU007,3,4927.38,1642.46,0
2024-03-18,SKU007,1,1795.47,1795.47,0
2024-03-19,SKU007,4,7198.48,1799.62,0
2024-03-20,SKU007,3,4951.05,1650.35,0
2024-03-21,SKU007,4,6747.56,1686.89,0
2024-03-22,SKU007,9,15862.14,1762.46,0
2024-03-23,SKU007,4,6828.24,1707.06,0
2024-03-24,SKU007,5,8205.2,1641.04,0
2024-03-25,SKU007,4,6879.44,1719.86,0
2024-03-26,SKU007,6,10190.76,1698.46,0
2024-03-27,SKU007,8,13303.68,1662.96,0
2024-03-28,SKU007,4,6848.48,1712.12,0
2024-03-29,SKU007,4,7173.88,1793.47,0
2024-03-30,SKU007,6,9907.5,1651.25,0
2024-03-31,SKU007,4,7036.96,1759.24,0
2024-04-01,SKU007,9,15412.23,1712.47,1
2024-04-02,SKU007,7,11964.89,1709.27,1
2024-04-03,SKU007,10,17136.9,1713.69,1
2024-04-04,SKU007,7,11505.06,1643.58,1
2024-04-05,SKU007,11,18875.67,1715.97,1
2024-04-06,SKU007,10,17201.3,1720.13,1
2024-04-07,SKU007,11,18340.3,1667.3,1
2024-04-08,SKU007,8,14227.44,1778.43,1
2024-04-09,SKU007,9,14825.16,1647.24,1
2024-04-10,SKU007,4,7073.6,1768.4,1
2024-04-11,SKU007,10,17893.7,1789.37,1
2024-04-12,SKU007,9,15219.0,1691.0,1
2024-04-13,SKU007,8,13025.12,1628.14,1
2024-04-14,SKU007,14,24686.76,1763.34,1
2024-04-15,SKU007,5,8426.45,1685.29,0
2024-04-16,SKU007,4,7038.88,1759.72,0
2024-04-17,SKU007,3,5306.88,1768.96,0
2024-04-18,SKU007,5,8848.75,1769.75,0
2024-04-19,SKU007,2,3451.88,1725.94,0
2024-04-20,SKU007,3,4916.49,1638.83,0
2024-04-21,SKU007,1,1708.29,1708.29,0
2024-04-22,SKU007,3,5117.01,1705.67,0
2024-04-23,SKU007,11,18156.6,1650.6,0
2024-04-24,SKU007,4,6813.96,1703.49,0
2024-04-25,SKU007,6,10689.96,1781.66,0
2024-04-26,SKU007,3,5330.01,1776.67,0
2024-04-27,SKU007,7,12515.51,1787.93,0
2024-04-28,SKU007,8,13318.72,1664.84,0
2024-04-29,SKU007,7,12601.12,1800.16,0
2024-04-30,SKU007,6,10568.88,1761.48,0
2024-05-01,SKU007,4,6966.96,1741.74,0
2024-05-02,SKU007,2,3417.12,1708.56,0
2024-05-03,SKU007,2,3431.56,1715.78,0
2024-05-04,SKU007,7,11419.87,1631.41,0
2024-05-05,SKU007,5,8812.55,1762.51,0
2024-05-06,SKU007,3,4964.07,1654.69,0
2024-05-07,SKU007,1,1734.23,1734.23,0
2024-05-08,SKU007,6,10165.74,1694.29,0
2024-05-09,SKU007,4,6591.52,1647.88,0
2024-05-10,SKU007,5,8979.1,1795.82,0
2024-05-11,SKU007,1,1728.53,1728.53,0
2024-05-12,SKU007,4,6815.68,1703.92,0
2024-05-13,SKU007,2,3544.92,1772.46,0
2024-05-14,SKU007,2,3265.2,1632.6,0
2024-05-15,SKU007,5,8280.85,1656.17,0
2024-05-16,SKU007,1,1721.73,1721.73,0
2024-05-17,SKU007,1,1648.95,1648.95,0
2024-05-18,SKU007,3,5062.8,1687.6,0
2024-05-19,SKU007,5,8164.35,1632.87,0
2024-05-20,SKU007,9,14998.5,1666.5,0
2024-05-21,SKU007,2,3536.88,1768.44,0
2024-05-22,SKU007,2,3581.52,1790.76,0
2024-05-23,SKU007,5,8615.45,1723.09,0
2024-05-24,SKU007,8,14341.12,1792.64,0
2024-05-25,SKU007,3,5334.93,1778.31,0
2024-05-26,SKU007,3,5379.21,1793.07,0
2024-05-27,SKU007,5,8982.5,1796.5,0
2024-05-28,SKU007,6,10560.72,1760.12,0
2024-05-29,SKU007,5,8245.35,1649.07,0
2024-05-30,SKU007,9,15978.42,1775.38,0
2024-05-31,SKU007,4,6653.28,1663.32,0
2024-06-01,SKU007,10,17765.9,1776.59,0
2024-06-02,SKU007,5,8192.9,1638.58,0
2024-06-03,SKU007,5,8735.9,1747.18,0
2024-06-04,SKU007,8,13683.44,1710.43,0
2024-06-05,SKU007,2,3472.2,1736.1,0
2024-06-06,SKU007,5,8230.9,1646.18,0
2024-06-07,SKU007,7,12525.1,1789.3,0
2024-06-08,SKU007,2,3445.52,1722.76,0
2024-06-09,SKU007,7,11688.25,1669.75,0
2024-06-10,SKU007,3,4951.26,1650.42,0
2024-06-11,SKU007,9,14696.73,1632.97,0
2024-06-12,SKU007,1,1770.39,1770.39,0
2024-06-13,SKU007,5,8306.3,1661.26,0
2024-06-14,SKU007,3,5004.18,1668.06,0
2024-06-15,SKU007,3,4923.57,1641.19,0
2024-06-16,SKU007,0,0.0,1788.26,0
2024-06-17,SKU007,3,5314.68,1771.56,0
2024-06-18,SKU007,5,8755.9,1751.18,0
2024-06-19,SKU007,2,3554.36,1777.18,0
2024-06-20,SKU007,5,8356.4,1671.28,0
2024-06-21,SKU007,3,4906.11,,0
2024-06-22,SKU007,4,7166.36,1791.59,0
2024-06-23,SKU007,7,12046.51,1720.93,0
2024-06-24,SKU007,3,5002.05,1667.35,0
2024-06-25,SKU007,3,5380.56,1793.52,0
2024-06-26,SKU007,9,14820.12,1646.68,0
2024-06-27,SKU007,9,14915.79,1657.31,0
2024-06-28,SKU007,3,5370.63,1790.21,0
2024-06-29,SKU007,8,13635.92,1704.49,0
2024-06-30,SKU007,2,3565.74,1782.87,0
2024-07-01,SKU007,3,5039.97,1679.99,0
2024-07-02,SKU007,6,9892.38,1648.73,0
2024-07-03,SKU007,6,10492.26,1748.71,0
2024-07-04,SKU007,8,14180.24,1772.53,0
2024-07-05,SKU007,7,11967.55,1709.65,0
2024-07-06,SKU007,7,11674.67,,0
2024-07-07,SKU007,3,5328.69,1776.23,0
2024-07-08,SKU007,7,11817.26,1688.18,0
2024-07-09,SKU007,9,15922.44,1769.16,0
2024-07-10,SKU007,3,5201.37,1733.79,0
2024-07-11,SKU007,3,5033.43,1677.81,0
2024-07-12,SKU007,6,10040.1,1673.35,0
2024-07-13,SKU007,6,10648.62,1774.77,0
2024-07-14,SKU007,5,8777.6,1755.52,0
2024-07-15,SKU007,7,12335.47,1762.21,0
2024-07-16,SKU007,8,14083.92,1760.49,0
2024-07-17,SKU007,2,3293.42,1646.71,0
2024-07-18,SKU007,9,15316.83,1701.87,0
2024-07-19,SKU007,6,9818.34,1636.39,0
2024-07-20,SKU007,5,8338.35,1667.67,0
2024-07-21,SKU007,5,8142.9,1628.58,0
2024-07-22,SKU007,3,5017.05,1672.35,0
2024-07-23,SKU007,3,5159.58,1719.86,0
2024-07-24,SKU007,4,6606.08,1651.52,0
2024-07-25,SKU007,3,4967.58,1655.86,0
2024-07-26,SKU007,8,14204.96,1775.62,0
2024-07-27,SKU007,7,12354.86,1764.98,0
2024-07-28,SKU007,8,13148.64,1643.58,0
2024-07-29,SKU007,10,17146.8,1714.68,0
2024-07-30,SKU007,5,9013.55,1802.71,0
2024-07-31,SKU007,6,9984.06,1664.01,0
2024-08-01,SKU007,3,5311.56,1770.52,0
2024-08-02,SKU007,8,13441.04,1680.13,0
2024-08-03,SKU007,6,10316.58,1719.43,0
2024-08-04,SKU007,5,9003.15,1800.63,0
2024-08-05,SKU007,5,8519.85,1703.97,0
2024-08-06,SKU007,5,8452.15,1690.43,0
2024-08-07,SKU007,4,7097.28,1774.32,0
2024-08-08,SKU007,4,6884.64,1721.16,0
2024-08-09,SKU007,4,6863.48,1715.87,0
2024-08-10,SKU007,3,4893.36,1631.12,0
2024-08-11,SKU007,9,16113.51,1790.39,0
2024-08-12,SKU007,4,7125.12,1781.28,0
2024-08-13,SKU007,4,6936.88,1734.22,0
2024-08-14,SKU007,1,1652.29,1652.29,0
2024-08-15,SKU007,2,3403.8,1701.9,0
2024-08-16,SKU007,5,8416.75,1683.35,0
2024-08-17,SKU007,7,11950.96,1707.28,0
2024-08-18,SKU007,6,10624.2,1770.7,0
2024-08-19,SKU007,5,8439.65,1687.93,0
2024-08-20,SKU007,6,10692.54,1782.09,0
2024-08-21,SKU007,6,10555.68,1759.28,0
2024-08-22,SKU007,5,8738.05,1747.61,0
2024-08-23,SKU007,5,8970.15,1794.03,0
2024-08-24,SKU007,5,8796.85,1759.37,0
2024-08-25,SKU007,3,5367.75,1789.25,0
2024-08-26,SKU007,6,10060.92,1676.82,0
2024-08-27,SKU007,4,6787.08,1696.77,0
2024-08-28,SKU007,6,10521.36,1753.56,0
2024-08-29,SKU007,6,10565.82,1760.97,0
2024-08-30,SKU007,4,6922.28,1730.57,0
2024-08-31,SKU007,1,1629.24,1629.24,0
2024-09-01,SKU007,9,14988.15,1665.35,0
2024-09-02,SKU007,6,10697.88,1782.98,0
2024-09-03,SKU007,10,17462.9,1746.29,0
2024-09-04,SKU007,2,3261.22,1630.61,0
2024-09-05,SKU007,6,9774.54,1629.09,0
2024-09-06,SKU007,3,5080.74,1693.58,0
2024-09-07,SKU007,6,10022.1,1670.35,0
2024-09-08,SKU007,4,6672.16,1668.04,0
2024-09-09,SKU007,7,11994.71,1713.53,0
2024-09-10,SKU007,8,13721.04,1715.13,0
2024-09-11,SKU007,7,11978.19,1711.17,0
2024-09-12,SKU007,3,5149.41,1716.47,0
2024-09-13,SKU007,4,6887.68,1721.92,0
2024-09-14,SKU007,10,17106.5,1710.65,0
2024-09-15,SKU007,4,7100.08,1775.02,0
2024-09-16,SKU007,5,8468.65,1693.73,0
2024-09-17,SKU007,11,18217.54,1656.14,0
2024-09-18,SKU007,6,10323.12,1720.52,0
2024-09-19,SKU007,3,5191.71,1730.57,0
2024-09-20,SKU007,4,6732.28,1683.07,0
2024-09-21,SKU007,3,5002.74,1667.58,0
2024-09-22,SKU007,6,10174.32,1695.72,0
2024-09-23,SKU007,5,8941.55,1788.31,0
2024-09-24,SKU007,2,3586.3,1793.15,0
2024-09-25,SKU007,5,8769.0,1753.8,0
2024-09-26,SKU007,4,6886.84,1721.71,0
2024-09-27,SKU007,3,5248.68,1749.56,0
2024-09-28,SKU007,1,1633.52,1633.52,0
2024-09-29,SKU007,7,12410.93,1772.99,0
2024-09-30,SKU007,9,14734.89,1637.21,0
2024-10-01,SKU007,4,6859.36,1714.84,0
2024-10-02,SKU007,2,3399.38,1699.69,0
2024-10-03,SKU007,5,8225.95,1645.19,0
2024-10-04,SKU007,4,7154.0,1788.5,0
2024-10-05,SKU007,3,5065.2,1688.4,0
2024-10-06,SKU007,3,5304.33,1768.11,0
2024-10-07,SKU007,1,1777.94,1777.94,0
2024-10-08,SKU007,4,6596.32,1649.08,0
2024-10-09,SKU007,6,9783.3,1630.55,0
2024-10-10,SKU007,4,6938.72,1734.68,0
2024-10-11,SKU007,7,11649.4,1664.2,0
2024-10-12,SKU007,6,10345.92,1724.32,0
2024-10-13,SKU007,3,5119.56,1706.52,0
2024-10-14,SKU007,6,10177.44,1696.24,0
2024-10-15,SKU007,9,14855.76,1650.64,0
2024-10-16,SKU007,8,13082.16,1635.27,0
2024-10-17,SKU007,9,14986.44,1665.16,0
2024-10-18,SKU007,3,4922.97,1640.99,0
2024-10-19,SKU007,7,11885.37,1697.91,0
2024-10-20,SKU007,10,17187.5,1718.75,1
2024-10-21,SKU007,2,3276.32,1638.16,1
2024-10-22,SKU007,8,13262.32,1657.79,1
2024-10-23,SKU007,8,13433.28,1679.16,1
2024-10-24,SKU007,9,15819.3,1757.7,1
2024-10-25,SKU007,9,16159.68,1795.52,1
2024-10-26,SKU007,8,13575.44,1696.93,1
2024-10-27,SKU007,6,10561.32,1760.22,1
2024-10-28,SKU007,10,16686.2,1668.62,1
2024-10-29,SKU007,10,17133.2,1713.32,1
2024-10-30,SKU007,5,8546.2,1709.24,1
2024-10-31,SKU007,13,22386.78,1722.06,1
2024-11-01,SKU007,15,25701.0,1713.4,1
2024-11-02,SKU007,13,23366.46,1797.42,1
2024-11-03,SKU007,5,8953.6,1790.72,1
2024-11-04,SKU007,6,10643.22,1773.87,1
2024-11-05,SKU007,15,26064.15,1737.61,1
2024-11-06,SKU007,6,10491.48,1748.58,0
2024-11-07,SKU007,3,5158.77,1719.59,0
2024-11-08,SKU007,3,5335.53,1778.51,0
2024-11-09,SKU007,9,15671.16,1741.24,0
2024-11-10,SKU007,3,4967.58,1655.86,0
2024-11-11,SKU007,2,3495.04,1747.52,0
2024-11-12,SKU007,4,6690.12,1672.53,0
2024-11-13,SKU007,5,8279.3,1655.86,0
2024-11-14,SKU007,7,12116.65,1730.95,0
2024-11-15,SKU007,5,8586.25,1717.25,0
2024-11-16,SKU007,3,5091.48,1697.16,0
2024-11-17,SKU007,4,7161.68,1790.42,0
2024-11-18,SKU007,5,8820.2,1764.04,0
2024-11-19,SKU007,5,8929.7,1785.94,0
2024-11-20,SKU007,5,8303.85,1660.77,1
2024-11-21,SKU007,3,5193.27,1731.09,1
2024-11-22,SKU007,12,20577.84,1714.82,1
2024-11-23,SKU007,11,19746.1,1795.1,1
2024-11-24,SKU007,8,13413.28,1676.66,1
2024-11-25,SKU007,7,12560.24,1794.32,1
2024-11-26,SKU007,12,20684.76,1723.73,1
2024-11-27,SKU007,3,5242.83,1747.61,1
2024-11-28,SKU007,5,8229.4,1645.88,1
2024-11-29,SKU007,6,10143.78,1690.63,1
2024-11-30,SKU007,8,13621.36,1702.67,1
2024-12-01,SKU007,4,7071.92,1767.98,0
2024-12-02,SKU007,4,7150.92,1787.73,0
2024-12-03,SKU007,6,10692.54,1782.09,0
2024-12-04,SKU007,6,9984.9,1664.15,0
2024-12-05,SKU007,2,3552.54,1776.27,0
2024-12-06,SKU007,4,6886.84,1721.71,0
2024-12-07,SKU007,5,8278.45,1655.69,0
2024-12-08,SKU007,2,3340.16,1670.08,0
2024-12-09,SKU007,5,8480.75,1696.15,0
2024-12-10,SKU007,9,14842.44,1649.16,0
2024-12-11,SKU007,0,0.0,1691.61,0
2024-12-12,SKU007,1,1733.78,1733.78,0
2024-12-13,SKU007,7,12168.1,1738.3,0
2024-12-14,SKU007,7,11396.49,1628.07,0
2024-12-15,SKU007,9,15615.09,1735.01,0
2024-12-16,SKU007,3,5108.25,1702.75,0
2024-12-17,SKU007,4,6737.04,1684.26,0
2024-12-18,SKU007,3,5345.97,1781.99,0
2024-12-19,SKU007,1,1712.05,1712.05,0
2024-12-20,SKU007,6,10655.76,1775.96,1
2024-12-21,SKU007,4,6690.84,1672.71,1
2024-12-22,SKU007,2,3456.2,1728.1,1
2024-12-23,SKU007,6,10336.38,1722.73,1
2024-12-24,SKU007,10,16512.7,1651.27,1
2024-12-25,SKU007,15,25155.45,1677.03,1
2024-12-26,SKU007,4,6742.52,1685.63,1
2024-12-27,SKU007,7,12268.06,1752.58,1
2024-12-28,SKU007,5,8582.15,1716.43,1
2024-12-29,SKU007,5,8653.6,1730.72,1
2024-12-30,SKU007,11,17975.54,1634.14,1
2024-12-31,SKU007,7,12598.81,1799.83,1
2025-01-01,SKU007,7,12066.67,1723.81,1
2025-01-02,SKU007,10,17527.1,1752.71,1
2025-01-03,SKU007,8,13194.8,1649.35,1
2025-01-04,SKU007,10,16582.8,1658.28,1
2025-01-05,SKU007,10,16745.8,1674.58,1
2025-01-06,SKU007,5,8752.8,1750.56,1
2025-01-07,SKU007,6,9925.02,1654.17,1
2025-01-08,SKU007,3,5055.03,1685.01,0
2025-01-09,SKU007,8,13400.56,1675.07,0
2025-01-10,SKU007,5,8873.15,1774.63,0
2025-01-11,SKU007,4,6643.28,1660.82,0
2025-01-12,SKU007,2,3259.96,1629.98,0
2025-01-13,SKU007,3,5258.7,1752.9,0
2025-01-14,SKU007,1,1804.27,1804.27,0
2025-01-15,SKU007,5,8862.35,1772.47,0
2025-01-16,SKU007,0,0.0,1727.42,0
2025-01-17,SKU007,0,0.0,1689.67,0
2025-01-18,SKU007,5,8160.8,1632.16,0
2025-01-19,SKU007,6,10789.68,1798.28,0
2025-01-20,SKU007,2,3385.06,1692.53,0
2025-01-21,SKU007,2,3348.3,1674.15,0
2025-01-22,SKU007,5,8948.05,1789.61,0
2025-01-23,SKU007,4,6631.8,,0
2025-01-24,SKU007,2,3449.32,1724.66,0
2025-01-25,SKU007,4,7051.48,1762.87,0
2025-01-26,SKU007,5,8172.7,1634.54,0
2025-01-27,SKU007,2,3430.54,1715.27,0
2025-01-28,SKU007,2,3398.28,1699.14,0
2025-01-29,SKU007,4,6792.48,1698.12,0
2025-01-30,SKU007,6,10388.1,1731.35,0
2025-01-31,SKU007,8,14430.4,1803.8,0
2025-02-01,SKU007,2,3410.28,1705.14,0
2025-02-02,SKU007,6,9964.8,1660.8,0
2025-02-03,SKU007,7,11476.5,1639.5,0
2025-02-04,SKU007,4,7049.24,1762.31,0
2025-02-05,SKU007,9,15350.58,1705.62,0
2025-02-06,SKU007,3,5152.29,1717.43,0
2025-02-07,SKU007,8,13927.76,1740.97,0
2025-02-08,SKU007,6,10389.9,1731.65,0
2025-02-09,SKU007,2,3454.7,1727.35,0
2025-02-10,SKU007,3,5207.97,1735.99,0
2025-02-11,SKU007,1,1697.12,1697.12,0
2025-02-12,SKU007,6,9977.7,1662.95,0
2025-02-13,SKU007,8,14346.72,1793.34,0
2025-02-14,SKU007,4,7138.08,1784.52,0
2025-02-15,SKU007,3,5208.9,1736.3,0
2025-02-16,SKU007,8,13954.0,1744.25,0
2025-02-17,SKU007,6,10238.58,1706.43,0
2025-02-18,SKU007,4,6726.64,1681.66,0
2025-02-19,SKU007,5,8998.65,1799.73,0
2025-02-20,SKU007,5,8372.4,1674.48,0
2025-02-21,SKU007,5,8445.5,1689.1,0
2025-02-22,SKU007,6,10308.9,1718.15,0
2025-02-23,SKU007,1,1771.25,1771.25,0
2025-02-24,SKU007,5,9006.2,1801.24,0
2025-02-25,SKU007,2,3368.46,1684.23,0
2025-02-26,SKU007,4,7207.48,1801.87,0
2025-02-27,SKU007,2,3420.02,1710.01,0
2025-02-28,SKU007,2,3348.26,1674.13,0
2025-03-01,SKU007,5,8792.55,1758.51,0
2025-03-02,SKU007,4,6967.08,1741.77,0
2025-03-03,SKU007,7,11823.63,1689.09,0
2025-03-04,SKU007,4,6675.68,1668.92,0
2025-03-05,SKU007,9,15175.89,1686.21,0
2025-03-06,SKU007,5,8734.1,1746.82,0
2025-03-07,SKU007,2,3546.6,1773.3,0
2025-03-08,SKU007,3,5247.39,1749.13,0
2025-03-09,SKU007,4,7171.96,1792.99,0
2025-03-10,SKU007,3,5001.57,1667.19,0
2025-03-11,SKU007,2,3567.58,1783.79,0
2025-03-12,SKU007,3,5308.29,1769.43,0
2025-03-13,SKU007,8,13798.0,1724.75,0
2025-03-14,SKU007,3,5397.9,1799.3,0
2025-03-15,SKU007,5,8829.55,1765.91,0
2025-03-16,SKU007,3,5201.31,1733.77,0
2025-03-17,SKU007,5,8478.5,1695.7,0
2025-03-18,SKU007,3,4976.49,1658.83,0
2025-03-19,SKU007,7,11523.19,1646.17,0
2025-03-20,SKU007,6,10722.78,1787.13,0
2025-03-21,SKU007,4,6624.16,1656.04,0
2025-03-22,SKU007,4,7187.04,1796.76,0
2025-03-23,SKU007,6,10117.38,1686.23,0
2025-03-24,SKU007,3,4886.7,1628.9,0
2025-03-25,SKU007,6,10094.82,1682.47,0
2025-03-26,SKU007,3,5103.6,1701.2,0
2025-03-27,SKU007,7,12445.79,1777.97,0
2025-03-28,SKU007,2,3414.3,1707.15,0
2025-03-29,SKU007,8,13773.36,1721.67,0
2025-03-30,SKU007,4,7037.04,1759.26,0
2025-03-31,SKU007,8,14392.72,1799.09,0
2025-04-01,SKU007,9,15140.61,1682.29,1
2025-04-02,SKU007,7,12073.6,1724.8,1
2025-04-03,SKU007,7,12317.13,1759.59,1
2025-04-04,SKU007,4,6713.04,1678.26,1
2025-04-05,SKU007,13,21750.95,1673.15,1
2025-04-06,SKU007,9,16172.55,1796.95,1
2025-04-07,SKU007,9,16116.39,1790.71,1
2025-04-08,SKU007,10,18002.5,1800.25,1
2025-04-09,SKU007,8,13664.48,1708.06,1
2025-04-10,SKU007,6,10170.54,1695.09,1
2025-04-11,SKU007,5,8503.25,1700.65,1
2025-04-12,SKU007,8,13188.24,1648.53,1
2025-04-13,SKU007,6,9776.4,1629.4,1
2025-04-14,SKU007,7,11769.1,1681.3,1
2025-04-15,SKU007,7,12029.15,1718.45,0
2025-04-16,SKU007,9,14945.76,1660.64,0
2025-04-17,SKU007,6,9841.02,1640.17,0
2025-04-18,SKU007,4,6792.6,1698.15,0
2025-04-19,SKU007,8,14339.52,1792.44,0
2025-04-20,SKU007,10,17095.3,1709.53,0
2025-04-21,SKU007,1,1723.78,1723.78,0
