date,sku_id,units_sold,revenue,unit_price,promo_flag,category,subcategory,launch_date,unit_cost,list_price,base_demand,demand_class,week,month,season,is_holiday,promo_event,gross_margin_per_unit,gross_margin
2024-09-23,SKU032,4,13686.96,3421.74,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,39,9,Autumn,0,,1918.6999999999998,7674.799999999999
2024-09-24,SKU032,2,6645.14,3322.57,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,39,9,Autumn,0,,1819.5300000000002,3639.0600000000004
2024-09-25,SKU032,7,22909.39,3272.77,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,39,9,Autumn,0,,1769.73,12388.11
2024-09-26,SKU032,1,3511.69,3511.69,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,39,9,Autumn,0,,2008.65,2008.65
2024-09-27,SKU032,6,20765.64,3460.94,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,39,9,Autumn,0,,1957.9,11747.400000000001
2024-09-28,SKU032,3,10665.93,3555.31,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,39,9,Autumn,0,,2052.27,6156.8099999999995
2024-09-29,SKU032,3,10130.4,3376.8,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,39,9,Autumn,0,,1873.7600000000002,5621.280000000001
2024-09-30,SKU032,4,14140.4,3535.1,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,40,9,Autumn,0,,2032.06,8128.24
2024-10-01,SKU032,6,21396.66,3566.11,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,40,10,Autumn,0,,2063.07,12378.420000000002
2024-10-02,SKU032,7,24194.17,3456.31,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,40,10,Autumn,0,,1953.27,13672.89
2024-10-03,SKU032,7,24599.61,3514.23,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,40,10,Autumn,0,,2011.19,14078.33
2024-10-04,SKU032,1,3539.9,3539.9,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,40,10,Autumn,0,,2036.8600000000001,2036.8600000000001
2024-10-05,SKU032,1,3304.73,3304.73,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,40,10,Autumn,0,,1801.69,1801.69
2024-10-06,SKU032,4,14187.88,3546.97,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,40,10,Autumn,0,,2043.9299999999998,8175.719999999999
2024-10-07,SKU032,0,0.0,3246.82,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,41,10,Autumn,0,,1743.7800000000002,0.0
2024-10-08,SKU032,3,10180.17,3393.39,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,41,10,Autumn,0,,1890.35,5671.049999999999
2024-10-09,SKU032,3,10126.5,3375.5,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,41,10,Autumn,0,,1872.46,5617.38
2024-10-10,SKU032,8,28281.2,3535.15,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,41,10,Autumn,0,,2032.1100000000001,16256.880000000001
2024-10-11,SKU032,4,14074.96,3518.74,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,41,10,Autumn,0,,2015.6999999999998,8062.799999999999
2024-10-12,SKU032,4,13854.84,3463.71,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,41,10,Autumn,0,,1960.67,7842.68
2024-10-13,SKU032,11,37962.65,3451.15,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,41,10,Autumn,0,,1948.1100000000001,21429.210000000003
2024-10-14,SKU032,5,16549.5,3309.9,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,42,10,Autumn,0,,1806.8600000000001,9034.300000000001
2024-10-15,SKU032,4,13354.28,3338.57,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,42,10,Autumn,0,,1835.5300000000002,7342.120000000001
2024-10-16,SKU032,6,21367.92,3561.32,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,42,10,Autumn,0,,2058.28,12349.68
2024-10-17,SKU032,8,28357.44,3544.68,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,42,10,Autumn,0,,2041.6399999999999,16333.119999999999
2024-10-18,SKU032,4,14254.88,3563.72,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,42,10,Autumn,0,,2060.68,8242.72
2024-10-19,SKU032,4,12967.92,3241.98,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,42,10,Autumn,0,,1738.94,6955.76
2024-10-20,SKU032,2,6795.92,3397.96,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,42,10,Autumn,0,Festive Sale,1894.92,3789.84
2024-10-21,SKU032,4,13342.72,3335.68,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,43,10,Autumn,0,Festive Sale,1832.6399999999999,7330.5599999999995
2024-10-22,SKU032,7,23893.52,3413.36,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,43,10,Autumn,0,Festive Sale,1910.3200000000002,13372.240000000002
2024-10-23,SKU032,4,13273.24,3318.31,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,43,10,Autumn,0,Festive Sale,1815.27,7261.08
2024-10-24,SKU032,11,38605.6,3509.6,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,43,10,Autumn,0,Festive Sale,2006.56,22072.16
2024-10-25,SKU032,8,28423.52,3552.94,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,43,10,Autumn,0,Festive Sale,2049.9,16399.2
2024-10-26,SKU032,3,10452.75,3484.25,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,43,10,Autumn,0,Festive Sale,1981.21,5943.63
2024-10-27,SKU032,12,42610.92,3550.91,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,43,10,Autumn,0,Festive Sale,2047.87,24574.44
2024-10-28,SKU032,5,16342.45,3268.49,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,44,10,Autumn,0,Festive Sale,1765.4499999999998,8827.25
2024-10-29,SKU032,8,28025.6,3503.2,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,44,10,Autumn,0,Festive Sale,2000.1599999999999,16001.279999999999
2024-10-30,SKU032,4,13837.56,3459.39,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,44,10,Autumn,0,Festive Sale,1956.35,7825.4
2024-10-31,SKU032,10,32967.3,3296.73,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,44,10,Autumn,1,Festive Sale,1793.69,17936.9
2024-11-01,SKU032,3,10367.19,3455.73,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,44,11,Autumn,1,Festive Sale,1952.69,5858.07
2024-11-02,SKU032,7,23643.06,3377.58,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,44,11,Autumn,0,Festive Sale,1874.54,13121.779999999999
2024-11-03,SKU032,7,23940.42,3420.06,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,44,11,Autumn,0,Festive Sale,1917.02,13419.14
2024-11-04,SKU032,1,3248.7,3248.7,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,45,11,Autumn,0,Festive Sale,1745.6599999999999,1745.6599999999999
2024-11-05,SKU032,10,34905.6,3490.56,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,45,11,Autumn,0,Festive Sale,1987.52,19875.2
2024-11-06,SKU032,2,7119.9,3559.95,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,45,11,Autumn,0,,2056.91,4113.82
2024-11-07,SKU032,7,23067.87,3295.41,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,45,11,Autumn,0,,1792.37,12546.59
2024-11-08,SKU032,1,3344.23,3344.23,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,45,11,Autumn,0,,1841.19,1841.19
2024-11-09,SKU032,4,13730.0,3432.5,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,45,11,Autumn,0,,1929.46,7717.84
2024-11-10,SKU032,2,7132.06,3566.03,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,45,11,Autumn,0,,2062.9900000000002,4125.9800000000005
2024-11-11,SKU032,5,17014.65,3402.93,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,46,11,Autumn,0,,1899.8899999999999,9499.449999999999
2024-11-12,SKU032,4,13615.72,3403.93,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,46,11,Autumn,0,,1900.8899999999999,7603.5599999999995
2024-11-13,SKU032,5,16226.45,3245.29,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,46,11,Autumn,0,,1742.25,8711.25
2024-11-14,SKU032,4,13466.48,3366.62,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,46,11,Autumn,0,,1863.58,7454.32
2024-11-15,SKU032,8,27704.24,3463.03,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,46,11,Autumn,0,,1959.9900000000002,15679.920000000002
2024-11-16,SKU032,5,16605.1,3321.02,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,46,11,Autumn,0,,1817.98,9089.9
2024-11-17,SKU032,5,17142.3,3428.46,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,46,11,Autumn,0,,1925.42,9627.1
2024-11-18,SKU032,4,13434.72,3358.68,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,47,11,Autumn,0,,1855.6399999999999,7422.5599999999995
2024-11-19,SKU032,3,9968.22,3322.74,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,47,11,Autumn,0,,1819.6999999999998,5459.099999999999
2024-11-20,SKU032,0,0.0,3257.16,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,47,11,Autumn,0,Clearance,1754.12,0.0
2024-11-21,SKU032,5,16172.25,3234.45,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,47,11,Autumn,0,Clearance,1731.4099999999999,8657.05
2024-11-22,SKU032,5,16173.1,3234.62,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,47,11,Autumn,0,Clearance,1731.58,8657.9
2024-11-23,SKU032,2,6474.94,3237.47,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,47,11,Autumn,0,Clearance,1734.4299999999998,3468.8599999999997
2024-11-24,SKU032,4,13392.96,3348.24,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,47,11,Autumn,0,Clearance,1845.1999999999998,7380.799999999999
2024-11-25,SKU032,5,17298.15,3459.63,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,48,11,Autumn,0,Clearance,1956.5900000000001,9782.95
2024-11-26,SKU032,2,6977.4,3488.7,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,48,11,Autumn,0,Clearance,1985.6599999999999,3971.3199999999997
2024-11-27,SKU032,4,13151.0,3287.75,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,48,11,Autumn,0,Clearance,1784.71,7138.84
2024-11-28,SKU032,4,14184.64,3546.16,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,48,11,Autumn,0,Clearance,2043.12,8172.48
2024-11-29,SKU032,5,16577.2,3315.44,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,48,11,Autumn,0,Clearance,1812.4,9062.0
2024-11-30,SKU032,7,23380.07,3340.01,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,48,11,Autumn,0,Clearance,1836.9700000000003,12858.79
2024-12-01,SKU032,8,26732.4,3341.55,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,48,12,Winter,0,,1838.5100000000002,14708.080000000002
2024-12-02,SKU032,1,3271.15,3271.15,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,49,12,Winter,0,,1768.1100000000001,1768.1100000000001
2024-12-03,SKU032,2,6778.78,3389.39,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,49,12,Winter,0,,1886.35,3772.7
2024-12-04,SKU032,4,13535.24,3383.81,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,49,12,Winter,0,,1880.77,7523.08
2024-12-05,SKU032,2,6863.06,3431.53,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,49,12,Winter,0,,1928.4900000000002,3856.9800000000005
2024-12-06,SKU032,3,10160.28,3386.76,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,49,12,Winter,0,,1883.7200000000003,5651.160000000001
2024-12-07,SKU032,5,16228.1,3245.62,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,49,12,Winter,0,,1742.58,8712.9
2024-12-08,SKU032,4,14118.16,3529.54,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,49,12,Winter,0,,2026.5,8106.0
2024-12-09,SKU032,2,6854.62,3427.31,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,50,12,Winter,0,,1924.27,3848.54
2024-12-10,SKU032,4,13553.52,3388.38,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,50,12,Winter,0,,1885.3400000000001,7541.360000000001
2024-12-11,SKU032,0,0.0,3231.02,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,50,12,Winter,0,,1727.98,0.0
2024-12-12,SKU032,1,3559.98,3559.98,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,50,12,Winter,0,,2056.94,2056.94
2024-12-13,SKU032,4,14044.48,3511.12,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,50,12,Winter,0,,2008.08,8032.32
2024-12-14,SKU032,5,16341.45,3400.935,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,50,12,Winter,0,,1897.895,9489.475
2024-12-15,SKU032,9,30875.58,3430.62,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,50,12,Winter,0,,1927.58,17348.22
2024-12-16,SKU032,3,10192.74,3397.58,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,51,12,Winter,0,,1894.54,5683.62
2024-12-17,SKU032,1,3545.66,3545.66,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,51,12,Winter,0,,2042.62,2042.62
2024-12-18,SKU032,2,6647.12,3323.56,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,51,12,Winter,0,,1820.52,3641.04
2024-12-19,SKU032,3,10539.96,3513.32,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,51,12,Winter,0,,2010.2800000000002,6030.84
2024-12-20,SKU032,4,14213.88,3553.47,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,51,12,Winter,0,Year End Sale,2050.43,8201.72
2024-12-21,SKU032,6,20436.12,3406.02,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,51,12,Winter,0,Year End Sale,1902.98,11417.880000000001
2024-12-22,SKU032,3,10237.23,3412.41,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,51,12,Winter,0,Year End Sale,1909.37,5728.11
2024-12-23,SKU032,9,31994.19,3554.91,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,52,12,Winter,0,Year End Sale,2051.87,18466.829999999998
2024-12-24,SKU032,2,7119.4,3559.7,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,52,12,Winter,0,Year End Sale,2056.66,4113.32
2024-12-25,SKU032,8,27386.8,3423.35,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,52,12,Winter,1,Year End Sale,1920.31,15362.48
2024-12-26,SKU032,7,23700.32,3385.76,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,52,12,Winter,0,Year End Sale,1882.7200000000003,13179.04
2024-12-27,SKU032,4,13454.64,3363.66,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,52,12,Winter,0,Year End Sale,1860.62,7442.48
2024-12-28,SKU032,5,17509.65,3501.93,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,52,12,Winter,0,Year End Sale,1998.8899999999999,9994.449999999999
2024-12-29,SKU032,16,52794.88,3299.68,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,52,12,Winter,0,Year End Sale,1796.6399999999999,28746.239999999998
2024-12-30,SKU032,1,3300.52,3300.52,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,1,12,Winter,0,Year End Sale,1797.48,1797.48
2024-12-31,SKU032,5,16878.9,3375.78,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,1,12,Winter,0,Year End Sale,1872.7400000000002,9363.7
2025-01-01,SKU032,3,10291.41,3430.47,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,1,1,Winter,1,New Year Sale,1927.4299999999998,5782.289999999999
2025-01-02,SKU032,5,17223.45,3444.69,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,1,1,Winter,0,New Year Sale,1941.65,9708.25
2025-01-03,SKU032,6,21098.52,3516.42,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,1,1,Winter,0,New Year Sale,2013.38,12080.28
2025-01-04,SKU032,9,31716.9,3524.1,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,1,1,Winter,0,New Year Sale,2021.06,18189.54
2025-01-05,SKU032,10,32904.3,3290.43,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,1,1,Winter,0,New Year Sale,1787.3899999999999,17873.899999999998
2025-01-06,SKU032,1,3240.38,3240.38,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,2,1,Winter,0,New Year Sale,1737.3400000000001,1737.3400000000001
2025-01-07,SKU032,5,16393.95,3278.79,1,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,2,1,Winter,0,New Year Sale,1775.75,8878.75
2025-01-08,SKU032,2,7009.9,3504.95,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,2,1,Winter,0,,2001.9099999999999,4003.8199999999997
2025-01-09,SKU032,3,10467.24,3489.08,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,2,1,Winter,0,,1986.04,5958.12
2025-01-10,SKU032,3,10543.29,3514.43,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,2,1,Winter,0,,2011.3899999999999,6034.17
2025-01-11,SKU032,1,3501.64,3501.64,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,2,1,Winter,0,,1998.6,1998.6
2025-01-12,SKU032,8,27586.56,3448.32,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,2,1,Winter,0,,1945.2800000000002,15562.240000000002
2025-01-13,SKU032,4,12913.04,3228.26,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,3,1,Winter,0,,1725.2200000000003,6900.880000000001
2025-01-14,SKU032,8,27442.96,3430.37,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,3,1,Winter,0,,1927.33,15418.64
2025-01-15,SKU032,5,16795.55,3359.11,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,3,1,Winter,0,,1856.0700000000002,9280.35
2025-01-16,SKU032,2,6742.4,3371.2,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,3,1,Winter,0,,1868.1599999999999,3736.3199999999997
2025-01-17,SKU032,5,17054.6,3410.92,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,3,1,Winter,0,,1907.88,9539.400000000001
2025-01-18,SKU032,2,6637.32,3318.66,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,3,1,Winter,0,,1815.62,3631.24
2025-01-19,SKU032,7,22701.42,3243.06,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,3,1,Winter,0,,1740.02,12180.14
2025-01-20,SKU032,1,3426.07,3426.07,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,4,1,Winter,0,,1923.0300000000002,1923.0300000000002
2025-01-21,SKU032,4,14198.2,3549.55,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,4,1,Winter,0,,2046.5100000000002,8186.040000000001
2025-01-22,SKU032,4,13424.04,3356.01,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,4,1,Winter,0,,1852.9700000000003,7411.880000000001
2025-01-23,SKU032,6,21292.2,3548.7,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,4,1,Winter,0,,2045.6599999999999,12273.96
2025-01-24,SKU032,3,9892.8,3297.6,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,4,1,Winter,0,,1794.56,5383.68
2025-01-25,SKU032,8,26351.68,3293.96,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,4,1,Winter,0,,1790.92,14327.36
2025-01-26,SKU032,3,9914.04,3304.68,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,4,1,Winter,0,,1801.6399999999999,5404.92
2025-01-27,SKU032,2,6613.84,3306.92,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,5,1,Winter,0,,1803.88,3607.76
2025-01-28,SKU032,1,3406.07,3406.07,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,5,1,Winter,0,,1903.0300000000002,1903.0300000000002
2025-01-29,SKU032,4,13123.04,3280.76,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,5,1,Winter,0,,1777.7200000000003,7110.880000000001
2025-01-30,SKU032,5,17863.5,3572.7,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,5,1,Winter,0,,2069.66,10348.3
2025-01-31,SKU032,2,7006.88,3503.44,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,5,1,Winter,0,,2000.4,4000.8
2025-02-01,SKU032,2,7004.38,3502.19,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,5,2,Winter,0,,1999.15,3998.3
2025-02-02,SKU032,6,19535.58,3255.93,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,5,2,Winter,0,,1752.8899999999999,10517.34
2025-02-03,SKU032,7,24246.95,3463.85,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,6,2,Winter,0,,1960.81,13725.67
2025-02-04,SKU032,4,13985.96,3496.49,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,6,2,Winter,0,,1993.4499999999998,7973.799999999999
2025-02-05,SKU032,6,20991.72,3498.62,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,6,2,Winter,0,,1995.58,11973.48
2025-02-06,SKU032,5,17796.6,3559.32,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,6,2,Winter,0,,2056.28,10281.400000000001
2025-02-07,SKU032,2,6923.82,3461.91,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,6,2,Winter,0,,1958.87,3917.74
2025-02-08,SKU032,5,17106.45,3421.29,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,6,2,Winter,0,,1918.25,9591.25
2025-02-09,SKU032,5,17702.85,3540.57,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,6,2,Winter,0,,2037.5300000000002,10187.650000000001
2025-02-10,SKU032,4,13034.68,3258.67,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,7,2,Winter,0,,1755.63,7022.52
2025-02-11,SKU032,2,6725.78,3362.89,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,7,2,Winter,0,,1859.85,3719.7
2025-02-12,SKU032,5,16862.75,3372.55,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,7,2,Winter,0,,1869.5100000000002,9347.550000000001
2025-02-13,SKU032,4,14305.84,3576.46,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,7,2,Winter,0,,2073.42,8293.68
2025-02-14,SKU032,2,6788.98,3394.49,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,7,2,Winter,0,,1891.4499999999998,3782.8999999999996
2025-02-15,SKU032,10,35550.9,3555.09,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,7,2,Winter,0,,2052.05,20520.5
2025-02-16,SKU032,1,3510.06,3510.06,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,7,2,Winter,0,,2007.02,2007.02
2025-02-17,SKU032,4,14093.04,3523.26,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,8,2,Winter,0,,2020.2200000000003,8080.880000000001
2025-02-18,SKU032,4,13720.76,3430.19,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,8,2,Winter,0,,1927.15,7708.6
2025-02-19,SKU032,3,10019.67,3339.89,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,8,2,Winter,0,,1836.85,5510.549999999999
2025-02-20,SKU032,1,3545.46,3545.46,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,8,2,Winter,0,,2042.42,2042.42
2025-02-21,SKU032,4,13662.84,3415.71,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,8,2,Winter,0,,1912.67,7650.68
2025-02-22,SKU032,6,21400.14,3566.69,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,8,2,Winter,0,,2063.65,12381.900000000001
2025-02-23,SKU032,3,9859.8,3286.6,0,Outdoor,Chair,2024-06-18,1503.04,3506.36,3.023526111940837,Low,8,2,Winter,0,,1783.56,5350.68
